stage,action,reason,product_id,name,price,reviews_count,detail
2_dedup,merged,duplicate_sku,137881360,Средство для чистки духовок и плит «Сила цитрусов» 500 мл 0.5 кг,1000,165,2 строк → 1; min_price=1000; best_merchant='30455464'
2_dedup,merged,duplicate_sku,137881360,Средство для чистки духовок и плит «Сила цитрусов» 500 мл 0.5 кг,1000,165,2 строк → 1; min_price=1000; best_merchant='30455464'
2_dedup,merged,duplicate_sku,102175971,"Влажные салфетки Flovell Care 120 шт, розовые",442,19829,2 строк → 1; min_price=442; best_merchant='Atechnics'
2_dedup,merged,duplicate_sku,102175971,"Влажные салфетки Flovell Care 120 шт, розовые",442,19829,2 строк → 1; min_price=442; best_merchant='Atechnics'
2_dedup,merged,duplicate_sku,115160978,"Тряпка для посуды, для сантехники, для стеклокерамики, для фруктов и овощей, уни",40,765,2 строк → 1; min_price=40; best_merchant='30463164'
2_dedup,merged,duplicate_sku,115160978,"Тряпка для посуды, для сантехники, для стеклокерамики, для фруктов и овощей, уни",40,765,2 строк → 1; min_price=40; best_merchant='30463164'
2_dedup,merged,duplicate_sku,107070922,"Тряпка универсальная Santex Allzwecktuch 3 шт, вискоза",399,477,2 строк → 1; min_price=399; best_merchant='Magnum'
2_dedup,merged,duplicate_sku,107070922,"Тряпка универсальная Santex Allzwecktuch 3 шт, вискоза",399,477,2 строк → 1; min_price=399; best_merchant='Magnum'
6_outliers,flagged,abnormal_delta_reviews,102175971,"Влажные салфетки Flovell Care 120 шт, розовые",442,19829,Δreviews=38 > threshold=5 (Q3+3.0·IQR)
6_outliers,flagged,abnormal_delta_reviews,114269290,"Отбеливатель TAZA Кислородный эко порошок, 1000 мл",2687,8170,Δreviews=23 > threshold=5 (Q3+3.0·IQR)
6_outliers,flagged,abnormal_delta_reviews,141382354,"Триммер аккумуляторный BAINEX PowerGreen, нож",24990,291,Δreviews=7 > threshold=5 (Q3+3.0·IQR)
6_outliers,flagged,abnormal_delta_reviews,15400188,"Бассейн каркасный Intex 28200 NP, 305x305x76 см",36872,700,Δreviews=8 > threshold=5 (Q3+3.0·IQR)
6_outliers,flagged,abnormal_delta_reviews,101027555,"Бассейн каркасный Bestway 56677, 305x305x76 см",35399,796,Δreviews=33 > threshold=5 (Q3+3.0·IQR)
6_outliers,flagged,abnormal_delta_reviews,15400142,"Бассейн каркасный Bestway Steel Pro Max 56418, 366x366x100 см",77940,380,Δreviews=12 > threshold=5 (Q3+3.0·IQR)
6_outliers,flagged,abnormal_delta_reviews,100269359,"Бассейн каркасный Bestway 56260, 366x366x100 см",76341,468,Δreviews=9 > threshold=5 (Q3+3.0·IQR)
6_outliers,flagged,abnormal_delta_reviews,109967871,"Триммер электрический 21В 9022, нож",11000,1035,Δreviews=11 > threshold=5 (Q3+3.0·IQR)
6_outliers,flagged,abnormal_delta_reviews,15400012,"Бассейн каркасный Bestway Steel Pro Frame 56405, 400x211x81 см",55868,333,Δreviews=12 > threshold=5 (Q3+3.0·IQR)
