stage,action,reason,product_id,name,price,reviews_count,detail
2_dedup,merged,duplicate_sku,131455340,DREAME жидкое средство Моющее средство Multi-Surface Floor Cleaner AWH5 0.5 л,4000,163,2 строк → 1; min_price=4000; best_merchant='14070008'
2_dedup,merged,duplicate_sku,131455340,DREAME жидкое средство Моющее средство Multi-Surface Floor Cleaner AWH5 0.5 л,4000,163,2 строк → 1; min_price=4000; best_merchant='14070008'
2_dedup,merged,duplicate_sku,102175971,"Влажные салфетки Flovell Care 120 шт, розовые",396,19408,2 строк → 1; min_price=396; best_merchant='12650053'
2_dedup,merged,duplicate_sku,102175971,"Влажные салфетки Flovell Care 120 шт, розовые",396,19408,2 строк → 1; min_price=396; best_merchant='12650053'
2_dedup,merged,duplicate_sku,107070922,"Тряпка универсальная Santex Allzwecktuch 3 шт, вискоза",475,473,2 строк → 1; min_price=475; best_merchant='Magnum'
2_dedup,merged,duplicate_sku,107070922,"Тряпка универсальная Santex Allzwecktuch 3 шт, вискоза",475,473,2 строк → 1; min_price=475; best_merchant='Magnum'
2_dedup,merged,duplicate_sku,112663381,Clean&Fresh таблетки Lemon 20 г 60 шт,6990,122,2 строк → 1; min_price=6990; best_merchant='30158749'
2_dedup,merged,duplicate_sku,112663381,Clean&Fresh таблетки Lemon 20 г 60 шт,6990,122,2 строк → 1; min_price=6990; best_merchant='30158749'
2_dedup,merged,duplicate_sku,101191542,"Губка для посуды, универсальная Фрекен Бок Color 6 шт, поролон",820,62,2 строк → 1; min_price=820; best_merchant='30443788'
2_dedup,merged,duplicate_sku,101191542,"Губка для посуды, универсальная Фрекен Бок Color 6 шт, поролон",820,62,2 строк → 1; min_price=820; best_merchant='30443788'
2_dedup,merged,duplicate_sku,100189658,Стиральный порошок Ariel Lenor Effect автомат 3 кг,4070,226,2 строк → 1; min_price=4070; best_merchant='30348352'
2_dedup,merged,duplicate_sku,100189658,Стиральный порошок Ariel Lenor Effect автомат 3 кг,4070,226,2 строк → 1; min_price=4070; best_merchant='30348352'
6_outliers,flagged,abnormal_delta_reviews,102175971,"Влажные салфетки Flovell Care 120 шт, розовые",396,19408,Δreviews=61 > threshold=9 (Q3+3.0·IQR)
6_outliers,flagged,abnormal_delta_reviews,101027555,"Бассейн каркасный Bestway 56677, 305x305x76 см",33203,580,Δreviews=15 > threshold=9 (Q3+3.0·IQR)
6_outliers,flagged,abnormal_delta_reviews,100269359,"Бассейн каркасный Bestway 56260, 366x366x100 см",67441,373,Δreviews=13 > threshold=9 (Q3+3.0·IQR)
6_outliers,flagged,abnormal_delta_reviews,114716236,ABC Whites and Colors Lavender Freshness 9 кг,9999,1225,Δreviews=16 > threshold=9 (Q3+3.0·IQR)
