stage,action,reason,product_id,name,price,reviews_count,detail
2_dedup,merged,duplicate_sku,102175971,"Влажные салфетки Flovell Care 120 шт, розовые",377,18566,2 строк → 1; min_price=377; best_merchant='Atechnics'
2_dedup,merged,duplicate_sku,102175971,"Влажные салфетки Flovell Care 120 шт, розовые",377,18566,2 строк → 1; min_price=377; best_merchant='Atechnics'
2_dedup,merged,duplicate_sku,107070922,"Santex тряпка 614166 3 шт, вискоза",475,471,2 строк → 1; min_price=475; best_merchant='Magnum'
2_dedup,merged,duplicate_sku,107070922,"Santex тряпка 614166 3 шт, вискоза",475,471,2 строк → 1; min_price=475; best_merchant='Magnum'
2_dedup,merged,duplicate_sku,112663381,Clean&Fresh таблетки Lemon 20 г 60 шт,6990,122,2 строк → 1; min_price=6990; best_merchant='30158749'
2_dedup,merged,duplicate_sku,112663381,Clean&Fresh таблетки Lemon 20 г 60 шт,6990,122,2 строк → 1; min_price=6990; best_merchant='30158749'
2_dedup,merged,duplicate_sku,123242632,"STL для обуви антибактериальная, с ультрафиолетом белый",4600,511,2 строк → 1; min_price=4600; best_merchant='30293428'
2_dedup,merged,duplicate_sku,123242632,"STL для обуви антибактериальная, с ультрафиолетом белый",4600,511,2 строк → 1; min_price=4600; best_merchant='30293428'
2_dedup,merged,duplicate_sku,27600262,"Бензиновый триммер 2900 Вт GGT-2900T Huter двухтактный, антивибрационная система",62490,49,2 строк → 1; min_price=62490; best_merchant='Nemo'
2_dedup,merged,duplicate_sku,27600262,"Бензиновый триммер 2900 Вт GGT-2900T Huter двухтактный, антивибрационная система",62490,49,2 строк → 1; min_price=62490; best_merchant='Nemo'
2_dedup,merged,duplicate_sku,134409692,"LOVE туалетная бумага 5-слойный 12 шт, первичная целлюлоза",1650,180,2 строк → 1; min_price=1650; best_merchant='30427783'
2_dedup,merged,duplicate_sku,134409692,"LOVE туалетная бумага 5-слойный 12 шт, первичная целлюлоза",1650,180,2 строк → 1; min_price=1650; best_merchant='30427783'
2_dedup,merged,duplicate_sku,144936813,"Набор ножей 7modernq, лезвие: нержавеющая сталь 5 шт",8400,325,2 строк → 1; min_price=8400; best_merchant='1871005'
2_dedup,merged,duplicate_sku,144936813,"Набор ножей 7modernq, лезвие: нержавеющая сталь 5 шт",8400,325,2 строк → 1; min_price=8400; best_merchant='1871005'
2_dedup,merged,duplicate_sku,107398721,"Швабра универсальная, для пола, для стен Aurora, материал насадки: микрофибра, б",1248,797,2 строк → 1; min_price=1248; best_merchant='30455426'
2_dedup,merged,duplicate_sku,107398721,"Швабра универсальная, для пола, для стен Aurora, материал насадки: микрофибра, б",1248,797,2 строк → 1; min_price=1248; best_merchant='30455426'
2_dedup,merged,duplicate_sku,110372858,"Сушилка Two Hands Up отдельностоящая многоярусная ,металл, пластик",16990,88,2 строк → 1; min_price=16990; best_merchant='5634002'
2_dedup,merged,duplicate_sku,110372858,"Сушилка Two Hands Up отдельностоящая многоярусная ,металл, пластик",16990,88,2 строк → 1; min_price=16990; best_merchant='5634002'
6_outliers,flagged,abnormal_delta_reviews,102175971,"Влажные салфетки Flovell Care 120 шт, розовые",377,18566,Δreviews=51 > threshold=5 (Q3+3.0·IQR)
6_outliers,flagged,abnormal_delta_reviews,136705903,"Mercado полка MR-2000 2 шт, металл, нержавеющая сталь",2888,1650,Δreviews=7 > threshold=5 (Q3+3.0·IQR)
6_outliers,flagged,abnormal_delta_reviews,114269290,"Отбеливатель TAZA Кислородный эко порошок, 1000 мл",2766,8002,Δreviews=9 > threshold=5 (Q3+3.0·IQR)
6_outliers,flagged,abnormal_delta_reviews,140052753,Кондиционер для белья Lenor Скандинавская Весна 59 стирок 1239 мл,2949,530,Δreviews=7 > threshold=5 (Q3+3.0·IQR)
6_outliers,flagged,abnormal_delta_reviews,101027555,"Бассейн каркасный Bestway 56677, 305x305x76 см",35104,476,Δreviews=7 > threshold=5 (Q3+3.0·IQR)
6_outliers,flagged,abnormal_delta_reviews,100269359,"Бассейн каркасный Bestway 56260, 366x366x100 см",68671,256,Δreviews=6 > threshold=5 (Q3+3.0·IQR)
6_outliers,flagged,abnormal_delta_reviews,114716236,ABC Whites and Colors Lavender Freshness 9 кг,4800,1000,Δreviews=12 > threshold=5 (Q3+3.0·IQR)
